id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
1069070,1299004,12000.0,12000.0,12000.0, 36 months,16.77,426.47,D,D2,Genocea Biosciences,3 years,RENT,50000.0,Not Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069070,  Borrower added on 12/14/11 > This loan is for credit card consolidation so that I can get on the path to making better financial decisions. Thank-you for funding me!<br><br>  Borrower added on 12/18/11 > I also want to  add that I have never been late with a bill payment and I will make sure your investment is well worth it. Thanks again for helping me out!<br>,credit_card,Credit Card Consolidation,013xx,MA,20.57,0.0,Sep-2005,1.0,,,13.0,0.0,11443.0,97.0,19.0,f,0.0,0.0,15346.4668655,15346.47,12000.0,3346.47,0.0,0.0,0.0,Jan-2015,441.52,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1068893,1303514,14400.0,14400.0,14400.0, 36 months,8.9,457.25,A,A5,Model Metrics,< 1 year,OWN,150000.0,Source Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068893,  Borrower added on 12/15/11 > I have some 0% interest store credit that is coming due.  Back interest of about $3500 would need to be paid and ongoing 17.99 APR.  I figure I could save about $5500 with this loan.  Thanks for your help.<br>,debt_consolidation,Credit Payoff 14400,146xx,NY,14.85,0.0,Dec-1994,0.0,,,12.0,0.0,63864.0,55.0,38.0,f,0.0,0.0,16459.519142,16459.52,14400.0,2059.52,0.0,0.0,0.0,Jan-2015,464.02,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1068882,1303303,12000.0,12000.0,12000.0, 36 months,14.65,413.94,C,C3,Boro of Butler,10+ years,RENT,90000.0,Not Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068882,,debt_consolidation,Debt Consolidation Loan,074xx,NJ,16.56,0.0,Dec-1984,2.0,40.0,,12.0,0.0,17116.0,78.5,36.0,f,0.0,0.0,12699.48,12699.48,12000.0,699.48,0.0,0.0,0.0,Jun-2012,11046.6,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1069039,1303482,11000.0,11000.0,11000.0, 36 months,13.49,373.24,C,C1,TX Army National Guard,10+ years,MORTGAGE,48000.0,Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069039,,debt_consolidation,Debt Consolidation,786xx,TX,21.82,0.0,Dec-1999,3.0,74.0,,15.0,0.0,11382.0,65.0,29.0,f,0.0,0.0,13413.2160453,13413.22,11000.0,2413.22,0.0,0.0,0.0,Oct-2014,1491.29,,Oct-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1068416,1302799,7250.0,7200.0,7175.0, 60 months,21.67,197.51,F,F3,Cross Country Travel Corp,< 1 year,RENT,75000.0,Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068416,"I have been steadily employed.  I am a hard worker and pay my bills on time. I would like to consolidate my credit card debt and buy a car that is more reliable (since mine is having transmission troubles) and more practical (with better gas mileage). I'd like to do this without increasing my monthly payment, which this will do, then I can choose to pay extra when possible.",debt_consolidation,Debt Consolidation Loan,937xx,CA,24.82,0.0,May-2000,2.0,,97.0,9.0,1.0,21706.0,91.2,19.0,f,0.0,0.0,8201.53,8173.07,7200.0,1001.53,0.0,0.0,0.0,Sep-2012,6824.7,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1068997,1303437,15000.0,15000.0,15000.0, 36 months,7.9,469.36,A,A4,Segovia's Transportion Inc.,1 year,MORTGAGE,52000.0,Not Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068997,,small_business,Small_Business Loan,799xx,TX,9.65,0.0,Nov-2003,1.0,,,11.0,0.0,1616.0,6.7,29.0,f,0.0,0.0,15557.64,15557.64,15000.0,557.64,0.0,0.0,0.0,Aug-2012,312.74,,Mar-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1048390,1279714,18000.0,18000.0,18000.0, 60 months,19.91,475.99,E,E4,AVMED HEALTH PLANS,10+ years,MORTGAGE,65000.0,Not Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1048390,  Borrower added on 12/20/11 > I've been working for the same company for 22 yrs.<br>The funds will be used completely to pay all my debt.<br>,debt_consolidation,Debt Consolidation Loan,331xx,FL,6.81,0.0,Jun-1989,0.0,25.0,,10.0,0.0,11745.0,77.8,40.0,f,0.0,0.0,26027.5396382,26027.54,18000.0,8003.76,23.7814996114,0.0,0.0,Oct-2014,10783.73,,Oct-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1068994,1303432,35000.0,22075.0,22050.0, 60 months,17.27,551.84,D,D3,tutor Per ini Corporation,3 years,MORTGAGE,150000.0,Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068994,,home_improvement,Home improvement,115xx,NY,7.51,0.0,Jun-2003,1.0,35.0,,11.0,0.0,7334.0,53.3,31.0,f,0.0,0.0,28871.92,28839.26,22075.0,6796.92,0.0,0.0,0.0,Feb-2014,15660.22,,Feb-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1068475,1302869,10000.0,10000.0,10000.0, 36 months,14.27,343.09,C,C2,SAP,2 years,RENT,68000.0,Source Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068475,  Borrower added on 12/14/11 > Consolidation of two credit cards with IR over 20%<br>,credit_card,CC Refi Loan,191xx,PA,15.39,0.0,Jul-2006,1.0,,,9.0,0.0,11303.0,81.3,15.0,f,0.0,0.0,10671.62,10671.62,10000.0,671.62,0.0,0.0,0.0,Jul-2012,8962.31,,Feb-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1068989,1282013,11800.0,11800.0,11800.0, 36 months,12.69,395.83,B,B5,Koi Restaurant,6 years,RENT,42000.0,Source Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068989, Loan for refinancing credit cards and finishing off all credit card debt.<br>  Borrower added on 12/17/11 > I expect to fully pay off the loan in under the stated term of 3 years.<br>,credit_card,Credit Card Refinancing,114xx,NY,9.86,0.0,Oct-1996,0.0,,,4.0,0.0,8940.0,74.8,13.0,f,0.0,0.0,14243.1583665,14243.16,11800.0,2443.16,0.0,0.0,0.0,Jan-2015,419.36,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1068967,1303403,4500.0,4500.0,4500.0, 36 months,6.03,136.96,A,A1,CaseStack,4 years,RENT,53000.0,Source Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068967,,major_purchase,Auto Loan,908xx,CA,4.44,0.0,Oct-2000,0.0,,,7.0,0.0,8630.0,13.9,17.0,f,0.0,0.0,4930.30217046,4930.3,4500.0,430.3,0.0,0.0,0.0,Jan-2015,138.95,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1068744,1303379,7000.0,7000.0,7000.0, 36 months,12.69,234.82,B,B5,Bellflower convalecent hospital,10+ years,RENT,35000.0,Source Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068744,  Borrower added on 12/14/11 > Pay my credit<br>,credit_card,I pay my all credit,902xx,CA,11.35,0.0,May-2000,2.0,53.0,,10.0,0.0,7649.0,82.3,26.0,f,0.0,0.0,8449.39474172,8449.39,7000.0,1449.39,0.0,0.0,0.0,Jan-2015,248.19,,Nov-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1045509,1276120,9200.0,9200.0,9200.0, 36 months,12.42,307.43,B,B4,Kaiser Permanente,2 years,RENT,60000.0,Source Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1045509,  Borrower added on 12/14/11 > Debt Consolidation<br>,debt_consolidation,Nissan Car Loan,902xx,CA,19.96,0.0,Oct-2002,3.0,,,8.0,0.0,23299.0,78.7,19.0,f,0.0,0.0,10480.84,10480.84,9200.0,1280.84,0.0,0.0,0.0,Jul-2013,365.48,,Jul-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1063958,1297940,14000.0,14000.0,13975.0, 60 months,17.27,349.98,D,D3,community colleges of spokane,4 years,RENT,28000.0,Verified,Dec-2011,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063958,  Borrower added on 12/18/11 > most of my teeth need root canals and crowns. As far as day to day expenses goes I live a spartan life style buying only what I need saving money whenever possible. So that I can pay off my debt as quickly as possible.<br>,other,dental care,992xx,WA,6.34,0.0,Jul-2005,2.0,,,5.0,0.0,6986.0,79.4,10.0,f,3842.41,3835.51,16777.04,16747.17,10157.6,6619.44,0.0,0.0,0.0,Jan-2016,349.98,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1041756,1272024,4500.0,4500.0,4475.0, 60 months,10.65,97.06,B,B2,barnes distribution,< 1 year,MORTGAGE,42000.0,Source Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1041756,  Borrower added on 12/20/11 > The loan is to be used on buying a classic car at a very reduced price of the actual worth.<br>,car,Car Loan,750xx,TX,5.4,0.0,Feb-1983,0.0,,,4.0,0.0,8220.0,78.3,9.0,f,0.0,0.0,4907.8,4880.55,4500.0,407.8,0.0,0.0,0.0,Dec-2012,3946.24,,Dec-2012,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1068694,1303326,12000.0,12000.0,12000.0, 36 months,16.29,423.61,D,D1,Phoenix Newspapers Inc.,9 years,RENT,88365.0,Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068694,  Borrower added on 12/14/11 > looking to pay off my 401(k) loan<br> Borrower added on 12/14/11 > 401(k)<br>,debt_consolidation,loan payoff,852xx,AZ,16.85,0.0,Oct-1996,0.0,,,6.0,0.0,22936.0,96.4,15.0,f,0.0,0.0,14685.36,14685.36,12000.0,2685.36,0.0,0.0,0.0,Nov-2013,5800.45,,Sep-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1068792,1303200,12000.0,12000.0,12000.0, 36 months,13.49,407.17,C,C1,LITHIA MOTORS,4 years,RENT,72000.0,Source Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068792,"  Borrower added on 12/14/11 > I HAVE SOME CREDIT CARDS I WANT TO PAY THE BALANCES ALL THE WAY DOWN AND I ALSO HAVE A FEW LOANS ALL TOGETHER THEY TOTAL ABOUT 1,000.00 A MONTH WITH THIS LOAN I CAN CUT MY EXPENSES IN HALF AND RAISE MY CREDIT SCORE UP BY PAYING OFF THE REMAINING CREDIT CARDS THANKS<br><br>  Borrower added on 12/15/11 > THIS WILL HELP ME GET ONE STEP CLOSER TO PURCHASING MY FIRST HOME WITHIN THE NEXT 12-18 MONTHS.<br><br>  Borrower added on 12/19/11 > I want to say thank you to all of the investors who have invested in me.  Life has a way of teaching us things this is fantastic the Lending Club really does open up doors this will help me start the life that I have been thinking about for a long time once again thanks for your help.<br>",debt_consolidation,MAKE ON PAYMENT,937xx,CA,21.33,0.0,May-2003,1.0,,,11.0,0.0,3419.0,27.6,19.0,f,0.0,0.0,13985.6762204,13985.68,12000.0,1985.68,0.0,0.0,0.0,Apr-2014,426.26,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1068558,1303163,12000.0,12000.0,12000.0, 36 months,10.65,390.88,B,B2,Insight Global,< 1 year,RENT,62000.0,Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068558,"  Borrower added on 12/15/11 > with fixed amount of payments i know how much exactly my payoff target is. Plus, after payoff, my credit rating increases<br><br>  Borrower added on 12/19/11 > credit cards to be refinanced are above 19% APR. would be saving a lot of my money by paying them off with the loan.<br>",credit_card,Credit Card Refinance,750xx,TX,23.94,0.0,Jun-2002,0.0,,,10.0,0.0,20310.0,78.4,51.0,f,0.0,0.0,12779.62,12779.62,12000.0,779.62,0.0,0.0,0.0,Sep-2012,10046.57,,Jul-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1068322,1302938,7000.0,7000.0,7000.0, 36 months,10.65,228.02,B,B2,Winghouse Corporation,3 years,MORTGAGE,43680.0,Not Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068322,  Borrower added on 12/14/11 > I plan on paying off all three of my credit cards.<br>,credit_card,Credit Card Consolidation,559xx,MN,5.38,0.0,Oct-2000,0.0,39.0,,7.0,0.0,6245.0,78.1,11.0,f,0.0,0.0,7687.73,7687.73,7000.0,687.73,0.0,0.0,0.0,Feb-2013,4958.61,,Feb-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1065674,1299785,8200.0,8200.0,8200.0, 60 months,19.42,214.62,E,E3,Claret Wine Bar,3 years,RENT,120000.0,Source Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065674,,debt_consolidation,Debit consolidation,104xx,NY,2.8,0.0,Jun-2007,2.0,,,5.0,0.0,10392.0,88.4,6.0,f,0.0,0.0,11894.8952023,11894.9,8200.0,3694.9,0.0,0.0,0.0,Dec-2014,4625.07,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1068547,1303150,10500.0,10500.0,10500.0, 36 months,12.69,352.23,B,B5,O'Connor,10+ years,RENT,66000.0,Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068547,"  Borrower added on 12/21/11 > My job is  in the healthcare field. I specialize in a unique area not many people have the training for the job I do. I always have work, sometimes more then I can handle.<br><br> Borrower added on 12/21/11 > I have been at the same job for 11 yrs..<br>",medical,medical,950xx,CA,20.73,1.0,Sep-1998,2.0,10.0,,8.0,0.0,5790.0,51.2,26.0,f,0.0,0.0,11232.14,11232.14,10500.0,732.14,0.0,0.0,0.0,Oct-2012,4421.32,,Oct-2012,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1068545,1303147,7000.0,7000.0,7000.0, 36 months,11.71,231.54,B,B3,Harris,4 years,OWN,39120.0,Not Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068545,,debt_consolidation,Emergency Loan,329xx,FL,21.01,0.0,Dec-1996,0.0,26.0,33.0,8.0,1.0,9414.0,52.4,26.0,f,0.0,0.0,7932.3,7932.3,7000.0,932.3,0.0,0.0,0.0,Jun-2013,4235.03,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1068575,1303001,15300.0,15300.0,15275.0, 60 months,22.06,423.1,F,F4,OSSI,6 years,RENT,85000.0,Verified,Dec-2011,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068575,,credit_card,Consolidation,226xx,VA,20.58,0.0,Feb-1984,2.0,56.0,,14.0,0.0,26524.0,89.7,27.0,f,4523.91,4516.51,20295.8,20262.65,10776.09,9519.71,0.0,0.0,0.0,Jan-2016,423.1,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1049528,1280928,20000.0,12800.0,12775.0, 60 months,11.71,282.86,B,B3,NCS Technologies,4 years,MORTGAGE,47800.0,Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1049528,,debt_consolidation,Bill Consolidation,226xx,VA,10.04,0.0,Nov-2001,0.0,,,15.0,0.0,16447.0,46.3,27.0,f,0.0,0.0,15161.27,15131.66,12800.0,2361.27,0.0,0.0,0.0,Nov-2013,9242.39,,Nov-2013,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1068542,1303143,17500.0,17500.0,17500.0, 60 months,17.27,437.47,D,D3,Travelers Insurance,7 years,MORTGAGE,45000.0,Not Verified,Dec-2011,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068542,  Borrower added on 12/14/11 > Pay off credit card debit<br>,credit_card,Debit Free,992xx,WA,21.31,0.0,Sep-2002,2.0,,,13.0,0.0,20129.0,86.1,26.0,f,0.0,0.0,10037.1,10037.1,3077.85,3473.25,0.0,3486.0,625.616999998,Apr-2013,437.47,,Dec-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
1068350,1302971,3500.0,3500.0,3500.0, 36 months,6.03,106.53,A,A1,J&J Steel Inc,10+ years,MORTGAGE,83000.0,Verified,Dec-2011,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068350,  Borrower added on 12/14/11 > 1993 jeep wrangler<br>,car,Car Loan,614xx,IL,2.31,0.0,Jan-1986,0.0,35.0,,6.0,0.0,3092.0,13.4,28.0,f,0.0,0.0,3834.66084993,3834.66,3500.0,334.66,0.0,0.0,0.0,Jan-2015,107.86,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,,,,,,,,,,,,,,,,,
